source,record_id,carrier_id,family,carrier_status,raw_local_permutations_expected,raw_local_permutations_checked,canonicalizations_completed,theoretical_configuration_classes,theoretical_class_multiplicities,canonical_classes_observed,representation_invariance_passed,formal_class_separation_passed,global_symmetry_quotient,passed,seconds,issues
rota,RotA-0256,RotA-0256:local:0,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,3.026523190000262,
rota,RotA-0256,RotA-0256:local:1,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,3.0244982739995976,
rota,RotA-0256,RotA-0256:local:2,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,2.9807485769997584,
rota,RotA-0256,RotA-0256:local:3,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,3.021742777000327,
rota,RotA-0256,RotA-0256:local:4,atrop_bond,confirmed,8,8,8,2,4;4,1,true,false,true,true,1.113589738999508,
rota,RotA-0257,RotA-0257:local:0,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,2.417535558000054,
rota,RotA-0257,RotA-0257:local:1,tetrahedral,supplied_support,24,24,24,2,12;12,2,true,true,false,true,2.422005082999931,
rota,RotA-0257,RotA-0257:local:2,tetrahedral,supplied_support,24,24,24,2,12;12,2,true,true,false,true,2.450589251000565,
rota,RotA-0257,RotA-0257:local:3,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,2.4660463829995933,
rota,RotA-0257,RotA-0257:local:4,atrop_bond,confirmed,8,8,8,2,4;4,1,true,false,true,true,0.509019248000186,
rota,RotA-0258,RotA-0258:local:0,tetrahedral,confirmed,24,24,24,2,12;12,2,true,true,false,true,2.394950296999923,
rota,RotA-0258,RotA-0258:local:1,tetrahedral,supplied_support,24,24,24,2,12;12,2,true,true,false,true,2.3907052349995865,
rota,RotA-0258,RotA-0258:local:2,tetrahedral,supplied_support,24,24,24,2,12;12,2,true,true,false,true,2.3969619400004376,
