budget,enumeration_mode,source,record_id,carrier_composition,stereo_carriers,configuration_dependent_supports,full_raw_representation_product,joint_formal_assignments_expected,enumerated_assignments_expected,enumerated_assignments_completed,formal_assignment_tuples_covered,formal_assignment_tuples_invariant,observed_global_canonical_classes,formal_assignments_per_global_class,raw_assignments_per_global_class,representation_invariance_passed,timeouts,passed,seconds,issues
C,raw,acs,VS146,planar_bond:4;tetrahedral:2,6,0,2359296,64,2359296,2359296,64,64,64,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864;36864,true,0,true,71583.921650779,
